"ft_black_2016","ft_white_2016","ft_hisp_2016","ft_asian_2016","ft_muslim_2016","ft_jew_2016","ft_christ_2016","ft_fem_2016","ft_immig_2016","ft_blm_2016","ft_wallst_2016","ft_gays_2016","ft_unions_2016","ft_police_2016","ft_altright_2016","ImmFactor"
"320",9,98,100,100,3,98,100,8,78,18,97,44,6,100,100,"favorable"
"321",95,75,95,95,31,95,50,100,80,31,NA,95,100,100,NA,"favorable"
"322",30,64,26,94,39,86,91,50,15,0,4,48,50,91,20,"strongly unfaborable"
"323",48,78,79,69,1,72,99,1,50,1,48,2,0,98,79,"unfavorable"
"324",50,50,50,50,53,50,5,50,92,68,50,60,50,79,NA,"favorable"
"325",75,100,100,100,95,100,99,51,90,NA,30,94,30,99,NA,"favorable"
"326",95,44,91,93,96,96,16,95,56,95,6,94,98,68,NA,"lightly favorable"
"327",94,84,95,93,50,94,91,45,90,20,44,94,50,90,50,"favorable"
"328",82,93,95,87,13,95,90,20,78,6,78,59,20,99,8,"favorable"
"329",78,94,88,69,8,48,90,28,57,73,41,11,67,94,50,"lightly favorable"
"330",50,75,75,50,1,75,50,1,75,1,25,50,1,75,2,"lightly favorable"
"331",70,80,70,75,19,71,83,50,30,11,40,50,41,75,80,"unfavorable"
"332",25,50,50,50,25,50,75,0,50,0,50,50,25,75,25,"unfavorable"
"333",45,50,36,50,45,50,26,50,45,50,41,50,7,61,1,"unfavorable"
"334",100,100,100,100,20,100,100,4,77,4,5,50,3,85,10,"favorable"
"335",61,93,100,78,43,100,90,23,75,6,59,57,24,99,43,"lightly favorable"
"336",75,75,75,75,25,75,75,NA,50,NA,28,50,30,75,NA,"unfavorable"
"337",70,82,80,40,2,90,95,0,31,0,11,0,1,79,80,"unfavorable"
"338",81,81,90,81,30,70,100,11,74,1,50,79,40,96,NA,"lightly favorable"
"339",39,40,41,31,3,30,50,3,30,2,19,36,3,90,10,"unfavorable"
"340",49,27,72,51,51,52,17,86,50,49,12,50,94,24,28,"unfavorable"
"341",91,78,91,91,91,91,45,92,91,95,21,89,91,45,0,"favorable"
"342",30,72,50,50,50,50,29,30,50,1,1,50,79,50,0,"unfavorable"
"343",51,41,60,77,61,79,21,99,81,89,2,89,80,26,2,"favorable"
"344",41,96,89,76,26,96,97,70,56,25,50,22,99,94,NA,"lightly favorable"
"345",71,76,58,74,77,72,47,44,75,12,3,96,48,97,3,"lightly favorable"
"346",100,100,100,100,80,100,100,50,80,20,20,50,50,100,50,"favorable"
"347",100,100,100,100,100,100,100,50,100,3,50,100,59,100,NA,"favorable"
"348",100,50,100,100,100,100,50,100,100,100,0,100,100,50,0,"favorable"
"349",50,50,80,50,20,50,90,25,50,0,50,10,25,99,NA,"unfavorable"
"350",98,98,100,97,65,95,100,34,82,20,65,48,19,97,78,"favorable"
"351",80,75,80,80,80,80,61,7,80,50,45,80,40,80,7,"favorable"
"352",100,100,100,100,47,100,100,31,80,2,80,30,10,100,2,"favorable"
"353",84,92,88,63,35,58,61,50,62,61,50,59,63,54,44,"lightly favorable"
"354",53,94,91,41,1,90,98,4,17,3,93,3,25,97,NA,"strongly unfaborable"
"355",50,51,71,92,42,50,41,74,49,56,2,67,88,50,1,"unfavorable"
"356",82,85,85,56,21,80,84,78,82,2,90,84,18,92,51,"favorable"
"357",89,90,68,94,66,92,81,29,92,4,44,22,25,100,NA,"favorable"
"358",90,90,90,90,80,100,89,21,51,2,50,90,51,90,6,"lightly favorable"
"359",50,50,50,50,50,50,50,65,70,55,0,60,60,50,0,"lightly favorable"
"360",50,74,74,77,25,80,99,0,49,1,27,47,0,100,1,"unfavorable"
"361",100,99,100,100,100,100,100,24,99,2,46,99,8,99,4,"favorable"
"362",50,50,50,50,46,50,100,1,50,1,30,50,11,80,50,"unfavorable"
"363",NA,NA,NA,NA,NA,NA,0,NA,100,100,0,NA,100,46,0,"favorable"
"364",90,75,90,90,80,90,41,90,80,90,10,90,90,75,0,"favorable"
"365",78,89,NA,82,83,83,94,2,77,1,84,88,7,99,50,"favorable"
"366",96,80,75,80,64,77,100,34,51,18,34,38,28,72,63,"lightly favorable"
"367",92,92,92,92,91,91,91,91,91,31,19,92,92,92,6,"favorable"
"368",78,76,78,79,75,78,78,78,76,51,4,78,26,78,1,"favorable"
"369",93,90,80,83,31,94,99,0,94,0,84,50,0,100,90,"favorable"
"370",99,99,99,99,70,99,100,38,69,7,48,30,24,99,4,"lightly favorable"
"371",66,60,67,76,65,80,50,6,54,1,65,53,4,92,52,"lightly favorable"
"372",60,70,70,65,28,100,100,0,25,0,50,50,0,100,21,"strongly unfaborable"
"373",50,52,51,51,36,53,93,NA,43,NA,42,50,10,99,30,"unfavorable"
"374",61,60,61,60,51,51,51,31,61,6,51,46,21,57,30,"lightly favorable"
"375",72,73,72,73,75,73,99,51,73,0,69,72,46,91,0,"lightly favorable"
"376",84,75,82,80,65,63,53,84,66,88,3,86,78,34,3,"lightly favorable"
"377",89,90,91,92,92,91,88,97,82,90,5,91,82,81,0,"favorable"
"378",81,94,80,81,52,89,89,6,50,2,NA,52,9,94,3,"unfavorable"
"379",27,92,51,51,7,99,93,47,50,0,51,52,3,100,50,"unfavorable"
"380",62,59,53,61,NA,59,68,NA,49,NA,20,54,NA,78,60,"unfavorable"
"381",29,75,76,99,1,99,75,1,26,1,1,81,75,76,51,"unfavorable"
"382",100,80,100,100,80,100,100,20,100,20,65,100,60,100,1,"favorable"
"383",100,100,89,100,22,100,100,10,51,1,81,52,5,100,NA,"lightly favorable"
"384",85,85,85,85,50,85,85,35,50,NA,50,50,10,85,NA,"unfavorable"
"385",50,50,50,50,50,50,50,50,50,50,60,50,40,95,1,"unfavorable"
"386",50,50,50,50,4,50,51,3,4,NA,51,50,6,90,51,"strongly unfaborable"
"387",97,95,96,95,51,96,96,10,96,7,6,95,4,50,NA,"favorable"
"388",50,51,50,50,50,50,50,3,50,1,6,50,3,78,50,"unfavorable"
"389",99,100,100,99,51,100,59,31,99,9,3,99,4,99,97,"favorable"
"390",51,96,21,81,21,40,71,0,19,0,0,34,51,77,60,"strongly unfaborable"
"391",77,77,77,77,76,77,77,77,76,31,77,77,77,77,NA,"favorable"
"392",50,50,50,50,50,50,50,50,50,50,0,50,75,50,0,"unfavorable"
"393",97,89,100,77,60,93,100,37,77,8,31,43,34,99,52,"favorable"
"394",52,51,54,53,53,51,50,59,52,55,55,53,53,56,53,"lightly favorable"
"395",75,84,60,66,25,75,85,41,51,1,50,51,5,93,2,"lightly favorable"
"396",100,100,99,100,99,100,95,80,100,80,50,99,60,99,0,"favorable"
"397",89,89,100,100,60,100,100,50,50,0,84,51,30,100,50,"unfavorable"
"398",70,85,88,82,31,91,88,20,53,9,53,75,15,84,19,"lightly favorable"
"399",90,52,76,81,80,89,51,80,81,91,31,100,79,50,0,"favorable"
"400",51,51,51,51,51,51,51,31,51,21,11,51,41,51,NA,"lightly favorable"
"401",100,50,100,100,80,100,9,100,81,90,0,100,100,10,0,"favorable"
"402",82,70,72,82,51,92,79,4,61,14,30,79,28,81,51,"lightly favorable"
"403",10,99,41,84,0,80,100,15,0,0,50,9,20,97,89,"strongly unfaborable"
"404",79,79,67,66,48,64,44,44,64,6,6,73,8,66,7,"lightly favorable"
"405",75,100,100,100,10,100,100,10,100,1,50,100,50,100,100,"favorable"
"406",80,78,80,80,1,89,88,50,80,4,50,50,50,80,71,"favorable"
"407",69,78,72,76,31,78,73,29,69,13,51,50,27,93,28,"lightly favorable"
"408",61,94,51,84,50,90,79,10,50,0,50,50,0,100,70,"unfavorable"
"409",56,90,56,51,78,97,95,31,30,1,51,94,2,100,78,"unfavorable"
"410",50,50,50,50,NA,79,50,NA,75,NA,20,50,10,90,0,"lightly favorable"
"411",69,76,70,95,59,85,62,48,75,44,50,56,69,90,59,"lightly favorable"
"412",28,83,47,88,25,60,91,22,4,0,88,11,24,100,98,"strongly unfaborable"
"413",64,69,86,94,51,70,70,66,70,65,24,91,71,70,NA,"lightly favorable"
"414",65,54,55,89,70,NA,5,30,55,78,NA,0,19,30,NA,"lightly favorable"
"415",46,77,52,50,1,47,100,0,3,1,1,1,0,70,50,"strongly unfaborable"
"416",87,79,92,92,91,99,89,32,89,6,69,89,52,99,42,"favorable"
"417",100,100,93,100,99,99,100,49,80,3,98,82,6,99,51,"favorable"
"418",50,50,50,50,50,50,51,1,50,1,50,50,21,80,59,"unfavorable"
"419",83,79,85,88,79,81,51,89,96,85,12,85,95,30,NA,"favorable"
"420",76,78,79,91,76,68,17,48,77,47,12,78,84,45,5,"favorable"
"421",100,100,100,100,100,100,35,100,100,100,25,100,100,100,0,"favorable"
"422",NA,100,52,17,NA,100,96,NA,31,NA,48,NA,NA,99,NA,"unfavorable"
"423",55,100,83,99,1,99,99,50,53,2,50,50,28,98,52,"lightly favorable"
"424",50,100,99,100,0,100,100,21,98,0,98,50,4,100,99,"favorable"
"425",90,90,90,90,50,80,50,90,80,90,20,90,90,75,0,"favorable"
"426",50,31,59,79,25,80,30,89,79,70,2,81,59,71,0,"favorable"
"427",40,85,66,91,0,91,82,31,50,0,30,50,50,90,50,"unfavorable"
"428",80,80,80,90,30,80,90,40,46,25,60,75,50,90,60,"unfavorable"
"429",99,95,91,97,95,98,99,6,50,1,79,51,20,89,5,"unfavorable"
"430",77,52,78,51,53,61,9,78,52,87,NA,85,78,75,1,"lightly favorable"
"431",60,60,60,60,66,60,60,60,60,50,49,60,49,90,0,"lightly favorable"
"432",60,98,92,100,40,98,98,36,100,21,44,50,50,95,NA,"favorable"
"433",51,50,53,50,31,51,86,40,51,5,50,38,11,79,42,"lightly favorable"
"434",91,90,90,90,71,100,100,0,40,1,75,11,60,100,90,"unfavorable"
"435",50,50,50,50,50,50,59,50,50,4,46,50,12,90,53,"unfavorable"
"436",95,50,90,90,90,90,90,50,80,60,75,90,80,90,50,"favorable"
"437",95,95,95,95,10,95,96,0,50,0,75,50,1,95,95,"unfavorable"
"438",98,93,78,100,61,99,96,70,100,51,27,91,98,100,52,"favorable"
"439",45,98,76,95,NA,93,97,55,32,NA,37,25,71,96,81,"unfavorable"
"440",54,49,66,78,17,51,27,39,51,25,6,75,93,25,3,"lightly favorable"
"441",96,100,95,94,2,99,98,30,71,1,45,6,5,100,0,"lightly favorable"
"442",99,100,99,100,70,100,100,1,50,1,30,80,26,100,1,"unfavorable"
"443",50,100,69,96,19,100,99,18,14,9,32,61,4,100,66,"strongly unfaborable"
"444",19,70,4,10,5,30,89,10,6,3,6,47,6,100,NA,"strongly unfaborable"
"445",78,78,77,79,51,78,93,20,50,4,44,51,54,96,51,"unfavorable"
"446",100,100,68,77,71,68,100,59,70,66,76,69,87,100,60,"lightly favorable"
"447",50,50,50,50,50,50,50,1,50,1,50,50,1,75,NA,"unfavorable"
"448",50,31,50,50,51,27,13,60,51,51,0,56,59,2,0,"lightly favorable"
"449",75,75,100,87,61,100,99,50,69,31,16,31,32,92,3,"lightly favorable"
"450",10,100,48,98,10,98,61,1,11,NA,31,97,NA,84,NA,"strongly unfaborable"
"451",66,75,65,71,70,70,70,70,70,21,60,50,40,75,50,"lightly favorable"
"452",20,80,80,90,0,100,100,10,60,0,30,11,41,100,100,"lightly favorable"
"453",51,51,51,51,51,51,51,61,51,52,31,51,83,32,1,"lightly favorable"
"454",49,49,49,100,40,100,24,90,74,62,0,100,47,30,0,"lightly favorable"
"455",72,77,76,82,73,80,46,74,78,77,38,77,68,84,0,"favorable"
"456",57,90,80,81,34,88,90,23,36,11,29,89,49,91,97,"unfavorable"
"457",45,90,25,80,10,80,100,25,10,1,44,1,1,100,NA,"strongly unfaborable"
"458",100,72,100,33,6,50,100,100,50,92,3,100,100,53,0,"unfavorable"
"459",82,70,82,81,7,69,88,10,51,5,34,10,42,97,11,"lightly favorable"
"460",50,50,50,50,25,50,80,50,25,NA,15,50,NA,65,NA,"strongly unfaborable"
"461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",50,51,50,51,50,51,50,0,20,0,50,50,0,100,70,"strongly unfaborable"
"463",100,30,99,99,97,100,87,100,99,99,30,100,61,20,2,"favorable"
"464",70,50,50,51,50,51,52,51,61,55,52,51,31,80,NA,"lightly favorable"
"465",90,90,90,89,10,90,91,10,NA,1,NA,89,11,91,NA,NA
"466",55,56,52,83,20,54,26,69,55,51,6,56,5,53,3,"lightly favorable"
"467",60,95,50,90,25,90,80,25,40,0,80,50,0,90,80,"unfavorable"
"468",11,99,26,79,8,6,100,0,4,0,0,0,3,81,80,"strongly unfaborable"
"469",31,100,78,81,10,50,52,31,50,11,11,51,80,70,50,"unfavorable"
"470",45,91,79,88,1,88,100,12,43,NA,76,NA,4,99,53,"unfavorable"
"471",100,79,98,97,100,98,90,100,88,97,31,97,75,89,0,"favorable"
"472",100,75,100,80,79,68,99,76,100,51,2,56,30,95,1,"favorable"
"473",82,72,88,79,51,75,99,22,74,26,25,72,3,97,19,"lightly favorable"
"474",100,100,100,100,85,100,100,29,35,32,26,11,16,100,70,"unfavorable"
"475",90,50,50,50,50,50,50,3,50,11,6,50,5,81,34,"unfavorable"
"476",59,60,60,NA,53,NA,NA,51,53,3,NA,NA,81,95,NA,"lightly favorable"
"477",81,90,81,72,63,90,64,52,89,57,51,72,81,93,NA,"favorable"
"478",100,100,100,100,50,100,100,NA,71,NA,27,91,NA,100,NA,"lightly favorable"
"479",95,79,95,96,80,95,95,90,81,79,3,78,95,49,6,"favorable"
"480",50,50,50,50,0,100,100,25,60,0,50,25,5,100,50,"lightly favorable"
"481",52,99,99,50,NA,98,98,NA,NA,NA,78,57,4,99,50,NA
"482",51,51,51,51,51,51,51,51,50,3,49,51,35,80,50,"unfavorable"
"483",51,51,65,70,40,81,91,39,77,5,47,35,5,82,51,"favorable"
"484",50,51,54,92,50,51,50,19,52,3,22,50,50,100,8,"lightly favorable"
"485",56,40,82,75,75,90,50,74,64,81,20,69,60,34,0,"lightly favorable"
"486",75,78,78,79,4,93,100,47,4,66,2,2,30,11,1,"strongly unfaborable"
"487",86,98,89,50,32,98,96,0,63,0,34,50,30,98,0,"lightly favorable"
"488",52,60,52,61,52,51,51,41,56,6,12,52,31,56,1,"lightly favorable"
"489",89,90,70,79,33,92,98,50,65,8,90,83,16,100,50,"lightly favorable"
"490",50,83,NA,75,50,86,75,56,50,37,28,92,66,75,10,"unfavorable"
"491",91,81,46,90,50,90,100,60,10,3,41,50,23,95,81,"strongly unfaborable"
"492",91,95,75,85,10,94,100,NA,25,NA,NA,50,9,100,21,"strongly unfaborable"
"493",100,53,100,99,83,100,70,85,78,63,15,100,15,62,0,"favorable"
"494",100,100,100,100,75,100,100,6,100,3,100,100,30,100,NA,"favorable"
"495",100,100,100,100,51,100,100,60,95,71,41,80,61,98,53,"favorable"
"496",65,70,75,75,15,75,80,0,50,0,40,50,10,55,20,"unfavorable"
"497",100,100,100,99,100,97,100,97,99,100,51,97,99,100,NA,"favorable"
"498",89,91,88,94,1,91,99,1,35,1,34,9,24,99,38,"unfavorable"
"499",92,86,73,85,81,97,91,88,81,91,38,85,60,95,64,"favorable"
"500",73,100,80,28,2,79,100,73,12,32,52,3,49,100,NA,"strongly unfaborable"
"501",84,77,83,81,56,82,56,42,42,1,40,72,55,86,35,"unfavorable"
"502",60,71,59,75,63,63,56,95,66,14,17,63,63,73,1,"lightly favorable"
"503",73,80,73,73,69,76,90,21,57,38,21,81,47,70,7,"lightly favorable"
"504",67,86,64,71,60,69,25,50,69,30,26,64,50,64,12,"lightly favorable"
"505",56,90,80,90,26,91,51,NA,90,6,NA,86,65,99,0,"favorable"
"506",19,45,50,51,50,56,4,13,74,77,3,68,5,23,19,"lightly favorable"
"507",50,50,50,50,50,50,50,0,50,0,0,50,0,50,0,"unfavorable"
"508",52,52,51,51,51,51,53,51,52,43,29,51,54,41,30,"lightly favorable"
"509",100,75,100,99,99,100,90,100,79,75,29,100,90,76,NA,"favorable"
"510",80,61,80,50,51,92,90,51,50,80,10,26,69,20,50,"unfavorable"
"511",89,69,93,78,69,80,89,51,66,51,33,76,37,80,2,"lightly favorable"
"512",85,85,51,51,25,50,100,45,46,60,12,51,29,90,NA,"unfavorable"
"513",58,51,69,69,41,51,18,63,64,54,0,66,52,64,1,"lightly favorable"
"514",42,76,29,75,10,75,99,7,11,0,59,2,3,96,87,"strongly unfaborable"
"515",82,62,76,80,9,89,87,31,50,1,10,11,81,93,2,"unfavorable"
"516",82,81,81,81,81,82,49,81,81,82,14,99,59,81,1,"favorable"
"517",60,30,60,50,30,60,30,100,75,60,5,75,80,41,1,"lightly favorable"
"518",90,97,24,96,25,96,98,11,20,NA,86,2,5,97,25,"strongly unfaborable"
"519",99,100,100,99,98,100,99,100,100,100,3,99,100,100,50,"favorable"
"520",95,95,95,95,25,95,100,6,90,6,51,41,5,100,50,"favorable"
"521",100,99,71,99,0,100,100,30,50,1,0,60,1,100,0,"unfavorable"
"522",NA,100,75,71,23,81,97,26,28,2,21,2,23,93,50,"unfavorable"
"523",91,76,90,90,50,50,26,71,90,75,50,90,50,60,0,"favorable"
"524",50,50,50,80,31,50,30,80,31,41,11,60,80,50,11,"unfavorable"
"525",100,50,50,51,50,50,50,52,74,51,46,50,53,41,1,"lightly favorable"
"526",100,100,90,90,11,90,100,100,20,NA,30,90,50,100,NA,"strongly unfaborable"
"527",50,83,61,72,50,51,43,20,70,28,1,48,69,86,1,"lightly favorable"
"528",76,79,81,75,70,81,75,30,81,NA,80,71,31,90,80,"favorable"
"529",75,95,97,95,90,30,50,58,98,11,20,93,33,63,NA,"favorable"
"530",22,97,36,59,5,77,89,14,10,3,11,8,63,95,61,"strongly unfaborable"
"531",36,90,51,50,3,50,98,13,7,2,4,1,2,96,3,"strongly unfaborable"
"532",74,72,82,79,20,31,21,81,50,100,NA,100,50,84,NA,"unfavorable"
"533",75,76,96,73,61,79,37,32,83,27,25,98,83,81,3,"favorable"
"534",75,80,77,79,76,79,87,23,63,11,84,77,13,100,54,"lightly favorable"
"535",95,90,90,91,84,90,91,90,79,99,7,91,74,91,81,"favorable"
"536",52,50,50,52,19,51,62,0,50,0,3,50,22,75,50,"unfavorable"
"537",89,94,91,90,51,92,98,1,92,0,50,82,2,99,50,"favorable"
"538",0,90,80,50,0,80,100,0,80,0,0,50,0,90,NA,"favorable"
"539",41,50,49,54,50,50,69,26,90,31,18,47,13,50,4,"favorable"
"540",85,50,90,75,90,90,25,50,75,80,0,90,95,85,0,"lightly favorable"
"541",80,70,81,80,81,80,50,79,80,80,0,79,100,50,0,"favorable"
"542",92,91,91,76,8,81,100,1,60,3,28,62,6,98,60,"lightly favorable"
"543",50,50,50,50,50,50,46,50,46,25,3,50,80,59,6,"unfavorable"
"544",95,97,100,98,81,99,98,97,100,95,21,90,90,94,6,"favorable"
"545",100,100,100,100,98,100,49,99,NA,52,1,100,96,83,1,NA
"546",50,84,47,29,2,83,97,4,5,11,12,4,35,81,12,"strongly unfaborable"
"547",58,80,63,51,30,79,91,50,50,1,20,72,7,95,47,"unfavorable"
"548",70,99,47,42,48,62,90,83,37,78,17,43,7,89,21,"unfavorable"
"549",50,50,50,50,25,50,50,12,50,2,50,51,11,100,51,"unfavorable"
"550",100,100,100,100,80,100,100,NA,NA,NA,86,NA,NA,100,NA,NA
"551",100,99,100,100,100,100,39,60,100,56,50,100,69,67,0,"favorable"
"552",59,65,65,57,38,70,77,57,66,56,4,59,98,78,0,"lightly favorable"
"553",91,99,75,100,50,90,100,4,63,4,31,100,90,100,50,"lightly favorable"
"554",83,94,49,82,87,96,9,47,68,6,78,100,78,99,9,"lightly favorable"
"555",97,91,100,100,97,98,91,98,NA,69,27,97,90,98,NA,NA
"556",99,56,100,100,100,100,21,100,100,88,4,100,100,90,0,"favorable"
"557",81,81,81,80,50,80,94,50,50,30,51,51,31,97,50,"unfavorable"
"558",100,41,100,100,100,100,40,100,100,100,2,100,100,81,0,"favorable"
"559",81,80,80,80,80,80,40,89,80,75,10,80,75,50,1,"favorable"
"560",88,86,95,100,64,81,100,50,100,45,63,79,53,100,30,"favorable"
"561",53,50,30,50,1,50,100,2,1,0,50,4,2,90,NA,"strongly unfaborable"
"562",25,58,6,50,17,67,59,9,35,0,41,8,0,11,NA,"unfavorable"
"563",81,50,50,80,51,51,30,50,76,71,10,80,50,50,1,"favorable"
"564",75,75,75,60,75,75,75,59,75,47,46,50,27,72,41,"lightly favorable"
"565",79,50,100,100,76,100,50,100,79,99,58,98,81,73,NA,"favorable"
"566",75,44,77,75,74,78,NA,100,84,100,0,100,99,69,NA,"favorable"
"567",50,95,50,2,2,100,100,1,1,1,1,6,1,100,56,"strongly unfaborable"
"568",70,60,66,70,30,67,90,58,61,95,65,66,30,95,21,"lightly favorable"
"569",65,5,60,60,25,75,65,50,75,90,0,50,75,20,0,"lightly favorable"
"570",75,75,79,75,74,79,81,10,52,0,53,78,1,95,44,"lightly favorable"
"571",50,50,50,50,50,50,35,0,60,3,0,50,25,70,0,"lightly favorable"
"572",51,51,81,100,25,80,50,3,51,3,3,51,81,100,3,"lightly favorable"
"573",51,51,50,50,50,56,10,76,50,30,10,50,75,40,0,"unfavorable"
"574",74,72,76,73,73,75,23,47,70,49,NA,74,72,54,NA,"lightly favorable"
"575",45,91,47,80,5,51,93,57,31,6,39,47,50,97,24,"unfavorable"
"576",86,67,87,88,77,NA,54,83,88,80,38,100,82,64,1,"favorable"
"577",81,75,71,81,50,51,72,88,72,80,5,66,79,60,NA,"lightly favorable"
"578",70,70,70,71,25,70,25,25,70,5,10,70,25,70,50,"lightly favorable"
"579",56,66,76,69,52,NA,73,50,66,31,53,55,41,88,41,"lightly favorable"
"580",85,85,85,85,90,85,80,85,85,90,18,100,81,82,2,"favorable"
"581",91,91,100,97,97,98,75,26,97,80,3,89,51,28,0,"favorable"
"582",61,89,51,60,50,70,91,41,51,27,2,50,59,89,3,"lightly favorable"
"583",61,90,61,59,9,89,100,5,52,2,8,10,8,89,51,"lightly favorable"
"584",100,100,89,100,59,84,100,7,39,5,48,61,47,92,50,"unfavorable"
"585",90,90,90,90,60,95,90,10,91,3,60,85,10,95,20,"favorable"
"586",50,50,50,50,50,50,100,30,50,31,50,50,6,80,31,"unfavorable"
"587",52,52,51,51,NA,91,93,NA,50,NA,NA,NA,NA,90,NA,"unfavorable"
"588",24,100,80,74,14,100,100,5,74,1,50,1,11,95,96,"lightly favorable"
"589",50,50,50,50,10,80,90,30,50,10,50,50,20,90,40,"unfavorable"
"590",60,65,70,75,65,75,90,45,55,5,65,85,40,95,70,"lightly favorable"
"591",50,85,82,71,76,76,78,69,78,9,27,89,92,91,3,"favorable"
"592",50,51,52,51,51,50,41,52,51,52,19,51,58,71,3,"lightly favorable"
"593",97,99,76,95,0,99,100,49,20,0,96,97,0,99,31,"strongly unfaborable"
"594",51,80,50,80,3,100,79,53,28,52,47,27,30,82,NA,"unfavorable"
"595",75,80,65,98,75,99,51,96,69,51,0,49,60,61,0,"lightly favorable"
"596",73,79,77,69,22,89,71,55,29,10,6,93,76,99,5,"unfavorable"
"597",81,50,79,79,79,79,57,46,79,75,52,78,41,66,1,"favorable"
"598",NA,NA,NA,NA,NA,NA,NA,80,NA,NA,6,NA,59,NA,2,NA
"599",80,82,75,75,52,68,8,96,46,48,0,80,88,72,1,"unfavorable"
"600",51,80,84,91,85,80,100,5,79,81,11,0,NA,70,NA,"favorable"
"601",99,97,99,99,51,98,50,100,68,80,16,95,66,100,1,"lightly favorable"
"602",51,80,65,80,49,70,80,49,51,20,55,60,25,75,50,"lightly favorable"
"603",68,90,60,81,23,78,95,26,50,26,35,21,48,74,NA,"unfavorable"
"604",75,75,80,70,66,70,75,30,75,25,30,50,40,70,5,"lightly favorable"
"605",85,100,76,85,79,85,91,91,69,63,9,80,100,100,9,"lightly favorable"
"606",75,84,58,76,56,80,70,65,59,60,48,65,89,80,2,"lightly favorable"
"607",9,60,20,33,20,40,48,15,7,43,2,4,42,34,NA,"strongly unfaborable"
"608",81,60,80,80,70,81,65,78,89,84,0,90,99,69,1,"favorable"
"609",80,100,80,80,50,100,100,25,80,0,50,25,0,100,51,"favorable"
"610",50,60,50,60,0,70,60,70,60,NA,51,60,40,80,50,"lightly favorable"
"611",76,83,72,70,75,87,51,91,81,60,22,81,92,77,5,"favorable"
"612",71,69,60,71,50,69,50,75,64,40,50,69,6,75,2,"lightly favorable"
"613",50,78,50,10,22,50,90,13,68,NA,13,61,19,95,NA,"lightly favorable"
"614",60,88,64,80,22,89,65,46,72,50,21,52,12,97,7,"lightly favorable"
"615",75,75,50,75,0,75,85,25,50,0,50,25,0,95,0,"unfavorable"
"616",80,70,70,85,80,70,60,55,80,80,15,70,80,75,10,"favorable"
"617",66,100,64,100,100,100,100,53,61,20,58,65,83,87,81,"lightly favorable"
"618",90,90,90,90,71,90,90,26,80,1,71,90,11,100,60,"favorable"
"619",96,99,78,100,97,99,100,3,81,75,13,100,57,78,2,"favorable"
"620",90,100,90,81,94,88,12,81,92,91,11,100,100,99,15,"favorable"
"621",90,34,94,96,88,94,38,96,91,97,21,98,74,76,0,"favorable"
"622",100,100,100,100,31,100,100,5,90,3,100,100,1,100,4,"favorable"
"623",100,100,100,100,100,100,16,100,100,76,0,100,100,41,0,"favorable"
"624",60,50,50,60,59,59,50,36,59,26,60,60,15,80,16,"lightly favorable"
"625",84,86,82,76,76,85,87,50,87,66,62,83,75,95,0,"favorable"
"626",100,75,100,99,99,99,52,95,95,100,25,100,81,100,NA,"favorable"
"627",69,10,86,97,79,100,31,59,88,65,17,93,67,62,3,"favorable"
"628",98,99,99,99,99,99,78,1,100,2,70,99,20,99,NA,"favorable"
"629",85,91,81,81,59,100,93,71,40,0,31,100,53,90,50,"unfavorable"
"630",100,99,100,99,29,100,100,3,48,3,100,100,30,100,100,"unfavorable"
"631",0,20,1,NA,0,98,0,99,1,2,54,1,50,74,1,"strongly unfaborable"
"632",94,92,90,85,56,70,95,11,75,7,9,93,4,100,19,"lightly favorable"
"633",89,77,80,78,91,77,36,80,79,76,21,80,90,32,5,"favorable"
"634",89,89,80,99,84,90,99,30,75,3,51,78,30,99,13,"lightly favorable"
"635",75,80,50,50,20,85,90,30,30,2,30,60,80,90,50,"unfavorable"
"636",86,84,89,96,40,86,91,26,58,3,60,21,8,80,NA,"lightly favorable"
"637",50,50,34,4,8,52,99,69,4,4,52,99,6,85,49,"strongly unfaborable"
"638",61,80,62,53,15,53,94,31,28,4,31,41,13,100,NA,"unfavorable"
"639",90,90,70,95,80,95,70,90,75,76,46,75,76,91,2,"lightly favorable"
"640",100,100,99,100,100,100,NA,100,100,100,NA,100,100,NA,NA,"favorable"
"641",10,80,0,49,0,50,99,0,20,0,0,0,10,90,0,"strongly unfaborable"
"642",89,50,41,60,69,30,26,79,77,50,0,99,50,99,0,"favorable"
"643",71,71,70,70,70,70,66,71,70,66,1,70,66,85,6,"lightly favorable"
"644",90,76,87,78,28,91,99,2,49,0,51,45,2,99,NA,"unfavorable"
"645",91,90,91,92,90,84,53,84,91,86,71,91,97,86,44,"favorable"
"646",81,53,58,84,85,80,76,84,66,81,12,80,96,41,1,"lightly favorable"
"647",95,51,70,91,50,80,30,60,50,25,5,95,65,50,0,"unfavorable"
"648",85,86,81,91,78,89,61,91,72,84,2,84,89,72,0,"lightly favorable"
"649",94,94,95,95,27,93,100,13,52,29,53,34,5,100,5,"lightly favorable"
"650",38,75,40,90,1,97,94,1,31,1,86,15,1,99,52,"unfavorable"
"651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",88,100,78,99,54,100,64,51,48,50,28,100,52,99,0,"unfavorable"
"653",75,92,99,91,35,96,97,42,81,NA,51,90,16,100,0,"favorable"
